	11	29 18 15 44 14 16 4 43 93 67 0 69 57 86 73 6 27 49 55 32 84 91 21 78 83 12 88 34 8 94 90 17 25 61 70 24 31 5 46 2 52 71 95 85 42 30 59 53 38 45 39 64 51 50 26 40 23 58 35 10 7 97 80 47 19 60 62 66 1 20 3 41 81 54 36 87 48 82 63 28 96 65 79 9 22 76 68 72 92 74 89 37 75 56 99 11 33 13 98 77 
	12	41 13 30 34 57 92 47 40 12 81 56 0 4 25 74 89 73 48 79 91 54 38 32 64 78 26 93 72 67 84 42 71 16 36 80 14 22 97 18 10 88 77 45 15 76 23 24 3 2 7 39 59 62 20 96 90 37 58 1 68 83 85 87 43 28 17 61 70 98 46 65 99 19 11 44 75 29 27 21 33 69 60 82 86 6 51 8 9 31 95 50 63 55 94 5 53 52 35 49 66 
	13	45 35 11 6 75 53 61 92 94 87 24 39 0 84 66 44 70 64 72 22 30 99 28 74 15 3 80 59 9 17 51 79 56 8 47 2 34 65 46 67 16 88 42 63 57 48 62 93 82 85 32 89 29 98 58 68 77 5 40 60 36 52 37 86 31 71 96 10 38 83 13 12 54 27 90 41 33 7 97 14 55 43 20 19 81 21 73 91 95 78 1 26 49 25 4 76 50 69 18 23 
	14	69 31 1 20 92 49 32 45 51 6 84 33 2 0 88 39 4 79 59 65 75 21 73 25 99 54 17 22 90 52 42 44 53 71 48 10 56 13 50 46 97 96 11 85 80 93 94 30 14 5 34 68 83 67 29 47 12 35 37 57 55 58 41 38 66 9 3 74 60 8 18 27 72 91 16 86 61 87 26 24 78 15 95 81 76 43 64 62 70 19 40 89 77 36 23 82 98 28 7 63 
	15	32 61 12 92 36 87 22 43 13 69 49 14 20 40 0 37 10 42 2 60 7 23 1 19 34 93 45 57 35 84 90 9 73 95 31 15 68 70 51 82 67 16 5 94 83 86 74 48 28 24 80 50 88 54 81 41 75 47 38 71 44 26 30 11 89 18 55 98 79 52 56 85 63 77 33 39 65 62 8 3 58 96 6 25 17 78 99 53 46 64 97 29 66 76 72 4 21 91 59 27 
	16	74 94 62 2 38 93 23 9 67 34 54 32 92 84 87 0 91 76 88 51 72 36 33 85 78 55 96 69 6 7 40 63 41 98 60 90 66 29 64 79 44 4 1 15 68 22 47 80 19 30 46 77 57 28 81 70 21 37 16 12 53 75 73 82 97 71 31 10 35 17 52 89 99 86 24 45 11 27 14 59 13 43 42 18 49 95 83 39 3 20 25 56 5 48 65 58 26 50 61 8 
	17	78 27 40 92 49 5 14 95 52 82 80 21 60 44 20 54 0 7 77 51 70 17 46 71 11 32 97 48 15 55 24 73 3 6 86 26 18 81 1 98 8 30 84 58 69 25 22 13 29 23 34 43 83 72 67 57 16 47 9 90 99 74 93 36 87 39 91 42 61 45 12 38 75 10 65 53 64 31 88 66 59 37 94 89 96 85 33 62 79 19 41 35 76 2 63 68 50 4 56 28 
	18	85 17 90 81 47 25 11 6 98 48 55 56 64 35 75 67 99 0 15 41 34 65 87 18 21 16 60 94 72 78 66 40 30 27 13 71 97 1 74 43 22 69 52 51 14 77 86 37 39 36 19 80 9 61 79 88 29 53 33 83 84 95 96 42 26 20 12 45 3 7 2 46 5 93 82 23 89 73 32 58 59 63 44 50 70 24 49 28 76 91 8 31 62 10 57 54 38 92 4 68 
	19	59 2 26 57 42 16 82 79 60 13 63 3 20 29 21 86 6 90 0 75 58 97 80 14 65 44 95 19 47 81 93 35 25 46 48 31 99 56 87 4 24 51 64 1 23 45 34 53 37 61 67 27 12 40 96 39 5 7 78 41 36 55 88 17 66 32 73 33 62 74 28 77 83 76 49 98 69 8 52 70 18 50 94 30 84 9 54 85 43 38 68 11 22 92 10 72 71 91 89 15 
	20	41 53 61 89 48 2 24 59 66 87 98 62 34 10 92 14 49 81 57 0 51 36 85 9 11 43 79 35 55 82 39 18 44 69 6 94 58 90 31 19 65 95 30 67 75 23 50 26 13 40 28 74 99 63 38 80 21 56 5 37 42 96 77 27 3 91 33 22 76 73 70 15 88 46 93 12 72 71 60 84 1 86 20 78 32 16 47 7 64 68 54 83 8 29 45 25 52 4 97 17 
	21	27 84 57 32 86 36 87 3 93 67 12 88 97 19 99 44 13 80 26 78 0 24 28 23 17 60 7 25 11 56 40 79 82 30 53 61 75 91 48 76 68 20 66 96 59 38 71 77 47 43 95 69 98 42 14 51 9 83 49 2 37 62 90 21 33 92 74 73 15 54 89 41 35 8 5 22 34 65 50 81 64 55 85 31 18 45 70 29 10 6 4 94 63 58 46 1 52 72 16 39 
	22	67 93 39 40 83 47 2 11 70 56 82 52 32 59 21 12 62 17 76 98 88 0 46 22 8 61 1 57 64 13 81 18 9 26 38 15 31 58 71 30 7 3 90 48 45 79 6 89 95 27 24 23 10 63 35 41 43 20 99 75 85 36 73 25 49 78 44 65 94 29 72 92 80 42 96 87 14 69 91 77 53 86 16 55 19 54 4 5 74 28 50 84 51 33 60 34 97 66 68 37 
	23	22 73 78 10 90 47 83 53 16 19 74 41 92 68 88 89 98 77 96 18 17 36 0 95 11 84 54 40 81 30 3 79 21 14 1 42 69 67 58 26 62 45 34 57 39 75 71 28 4 20 27 52 93 33 46 87 43 72 38 50 51 32 99 6 37 59 13 2 56 29 24 76 7 12 64 48 97 63 80 65 44 8 9 60 35 85 23 55 70 25 61 66 31 5 49 82 86 15 91 94 
	24	18 29 28 53 21 19 9 4 40 80 51 71 96 54 30 47 99 2 74 67 82 7 24 0 90 49 60 73 86 55 3 14 43 93 33 5 1 8 62 84 17 42 31 16 95 97 70 61 94 46 76 57 52 20 50 65 89 75 44 81 68 34 48 91 35 32 88 78 41 77 36 56 85 10 72 38 83 37 45 6 64 66 69 63 98 25 11 58 13 39 92 87 23 26 79 59 27 15 12 22 
	25	77 18 94 60 64 6 8 24 15 7 17 52 90 48 34 42 70 5 54 80 9 71 63 33 0 22 88 93 76 11 74 1 27 81 91 79 98 12 89 35 41 44 38 47 82 13 40 16 10 83 99 29 62 14 92 56 23 19 39 84 32 30 53 36 96 46 2 87 55 57 73 3 78 4 43 25 37 51 66 61 26 75 97 72 67 58 85 69 45 21 86 59 20 31 65 49 68 95 50 28 
	26	36 60 68 11 97 62 34 46 37 88 64 9 99 53 55 91 51 25 29 42 82 86 71 41 93 0 83 28 69 67 15 95 81 38 94 84 26 49 58 54 1 87 5 3 32 13 48 74 72 24 59 30 92 6 63 45 27 7 76 73 61 70 78 35 65 40 23 16 8 90 50 75 17 33 14 31 21 52 22 77 4 96 43 18 80 56 85 39 57 44 89 19 10 79 2 20 12 66 98 47 
	27	82 67 50 65 7 84 60 90 96 94 6 24 16 49 51 62 36 91 34 97 33 37 9 47 76 5 0 10 98 45 39 18 23 83 3 2 38 70 72 54 4 29 88 42 74 79 35 56 66 15 22 46 44 95 12 64 52 58 61 40 87 59 57 86 71 73 78 92 93 80 53 85 1 30 14 13 25 99 63 43 77 11 8 68 81 89 41 48 55 20 69 75 17 32 27 31 28 21 19 26 
	28	64 4 30 77 68 5 80 10 25 40 90 52 16 41 76 58 23 7 86 1 60 2 48 37 87 57 89 0 13 91 54 6 82 63 74 31 79 34 99 65 12 29 8 70 61 39 35 19 59 81 97 33 43 27 38 26 84 18 15 14 83 28 66 45 21 17 9 55 75 20 11 67 24 71 49 93 50 32 22 73 56 69 44 98 51 62 78 88 92 47 72 95 96 94 36 42 53 85 46 3 
	29	85 39 19 66 21 48 86 74 26 9 17 43 88 7 32 62 94 45 92 5 58 76 80 18 8 24 30 35 0 1 34 3 71 40 47 4 16 79 83 64 14 46 6 67 29 59 52 13 42 10 57 28 12 87 73 77 50 75 37 82 93 72 63 91 55 11 60 36 22 49 23 20 90 44 15 41 53 84 97 56 69 98 25 33 54 78 31 70 89 95 81 99 96 2 65 27 68 38 61 51 
	30	36 40 24 20 64 59 90 81 21 62 33 15 71 80 89 85 31 75 70 43 48 86 2 53 49 34 5 14 39 0 78 65 19 77 18 6 68 58 79 74 61 42 95 82 98 9 27 60 26 91 55 12 28 1 67 94 38 84 51 56 99 3 16 4 93 83 44 76 46 7 23 35 54 25 30 63 73 41 57 97 50 52 88 13 47 37 11 8 69 87 10 96 32 29 22 72 66 17 92 45 
	31	76 39 70 38 5 25 66 71 61 87 78 45 40 80 67 97 85 92 29 55 95 54 93 64 26 74 37 59 81 73 0 91 18 43 13 4 12 8 11 10 2 57 72 47 32 96 15 48 35 56 6 33 75 50 30 42 53 49 68 3 79 9 60 83 36 41 69 62 1 17 82 28 88 19 99 20 94 89 84 22 63 52 21 23 86 16 31 98 65 27 44 24 14 77 46 34 90 58 7 51 
	32	5 76 29 27 21 97 1 52 71 64 35 58 72 91 40 6 9 26 59 48 93 68 80 41 67 25 36 39 34 10 20 0 2 42 22 79 4 7 15 99 62 95 47 94 12 66 74 18 3 65 57 53 51 69 98 88 85 37 30 16 33 56 86 84 96 50 82 55 38 19 89 8 46 73 45 24 92 17 14 32 31 63 60 90 81 43 87 77 75 83 61 49 23 54 11 70 78 13 44 28 
	33	65 31 83 84 97 13 34 9 91 8 64 39 81 50 15 92 3 1 35 63 48 69 17 18 38 26 4 28 14 80 44 29 0 47 45 87 77 96 67 10 20 73 54 43 86 23 7 68 53 78 89 99 57 46 98 76 72 74 51 49 59 22 24 41 32 62 88 93 52 56 5 25 42 79 61 11 21 16 37 94 40 58 75 6 19 2 27 90 60 66 85 82 33 12 71 70 95 36 30 55 
	34	21 99 45 37 27 70 35 97 29 33 10 18 67 30 54 19 82 84 1 34 59 62 50 60 12 91 71 39 61 52 36 26 28 0 80 55 75 69 83 77 72 40 96 41 11 46 22 93 94 90 14 63 98 17 43 92 20 51 4 66 8 2 53 85 57 32 47 24 9 25 56 5 89 81 13 44 95 23 42 64 7 6 68 76 58 74 78 65 48 49 79 3 31 87 15 16 73 86 88 38 
	35	84 80 49 72 16 33 43 38 52 20 77 62 29 66 81 85 32 86 19 17 24 95 11 61 3 31 87 6 88 36 1 74 8 50 0 83 78 53 48 64 27 75 55 26 93 79 90 57 98 68 47 25 82 13 96 37 23 69 5 14 54 60 51 58 21 15 22 2 56 9 28 12 97 92 45 44 35 40 41 34 65 73 39 46 4 91 70 67 89 63 30 99 76 71 94 7 18 42 59 10 
	36	24 82 8 65 95 54 91 81 36 74 90 33 5 1 76 9 39 13 29 15 98 26 57 79 66 96 56 86 52 61 87 48 2 55 88 0 75 37 85 58 63 97 71 34 7 38 3 20 69 32 70 6 68 59 4 78 47 28 64 42 16 21 44 14 92 45 60 77 23 72 99 25 17 62 49 80 51 19 40 10 53 89 31 18 67 94 83 43 27 30 11 22 35 12 41 50 73 84 93 46 
	37	41 98 4 77 26 38 20 33 28 45 54 12 73 44 55 30 48 58 6 21 61 78 75 24 19 52 82 67 60 51 9 35 10 13 93 63 0 69 62 71 47 84 57 11 14 80 89 42 27 31 43 15 65 16 5 22 1 91 64 40 29 56 3 79 74 92 94 87 96 39 88 23 90 95 85 8 70 50 97 34 68 99 53 72 86 46 36 18 32 59 17 2 49 83 66 81 76 37 7 25 
	38	39 95 72 15 93 46 56 21 74 51 4 50 70 2 45 97 81 69 52 60 28 10 33 40 88 91 42 23 94 92 62 53 12 19 47 79 5 0 54 80 29 63 27 58 89 84 1 48 55 25 57 43 37 61 59 32 71 24 3 20 83 86 8 66 17 64 76 78 31 82 18 38 77 73 87 22 65 44 36 34 6 30 11 14 7 99 35 75 16 98 26 85 41 68 13 90 9 67 96 49 
	39	23 68 54 47 99 94 79 21 22 10 52 12 70 66 60 75 97 46 3 29 92 62 55 41 51 96 95 65 67 44 50 48 28 18 40 61 57 1 0 14 73 27 76 34 80 19 43 8 83 17 37 56 26 49 31 13 82 85 84 69 38 33 87 81 20 98 2 64 63 93 30 5 9 89 77 42 71 74 45 11 35 72 6 15 16 91 24 90 39 86 32 88 7 59 4 25 78 53 36 58 
	40	12 76 20 86 2 62 1 53 15 93 88 95 69 40 92 68 35 6 58 48 46 77 54 78 17 23 39 32 10 55 14 63 28 44 64 41 97 67 87 0 49 45 22 52 34 70 99 33 43 96 84 65 66 25 98 74 90 27 29 26 50 11 3 59 61 81 73 24 5 56 21 7 42 80 37 72 75 16 9 30 89 19 60 51 8 18 79 91 31 82 47 71 4 13 38 94 85 57 83 36 
	41	42 54 52 33 32 1 88 90 76 59 37 29 68 75 34 21 35 78 41 81 87 55 31 96 16 71 49 60 92 85 51 83 56 23 82 99 36 72 26 46 0 89 50 94 66 4 11 17 61 30 80 47 79 10 8 67 19 44 98 84 24 14 63 74 69 27 13 64 9 70 43 15 53 6 2 3 73 28 97 62 86 77 57 12 65 7 20 58 38 22 18 45 5 25 95 91 39 93 48 40 
	42	1 93 12 31 94 83 42 50 61 99 13 8 68 76 55 23 69 3 40 60 66 45 5 24 87 20 46 29 48 53 51 43 88 9 28 79 96 64 75 91 6 0 81 10 44 98 7 59 47 72 19 78 89 56 25 16 90 86 37 14 92 58 36 67 85 32 2 80 39 52 63 57 73 54 35 84 22 18 33 34 71 41 17 70 4 21 11 49 15 74 82 27 38 77 62 26 95 30 65 97 
	43	18 14 57 40 61 13 76 5 96 11 58 83 55 8 33 20 69 99 50 15 49 17 7 52 77 21 85 51 37 98 24 67 68 84 93 86 10 74 32 41 48 71 0 72 70 66 91 47 87 38 30 59 73 60 23 28 16 4 97 45 53 75 29 1 22 19 36 12 44 62 43 25 95 34 89 80 64 78 6 56 63 3 94 26 35 42 31 82 54 39 65 90 92 9 79 2 88 81 46 27 
	44	82 36 99 85 5 19 13 46 65 83 81 97 27 35 30 70 96 52 87 67 25 69 88 3 45 29 28 15 74 38 92 21 43 66 80 23 51 90 78 9 34 18 75 0 55 53 44 57 32 2 40 11 94 20 7 89 61 98 79 76 63 77 6 31 49 62 8 73 50 12 68 26 91 22 24 71 37 95 42 60 4 86 14 16 56 59 48 58 64 10 41 33 47 72 17 54 1 39 84 93 
	45	22 52 44 2 83 69 58 35 1 10 5 99 29 48 62 16 96 27 79 50 7 24 92 85 88 21 71 47 60 95 49 61 84 80 23 3 90 70 39 38 59 14 87 74 0 65 19 13 77 4 53 57 93 81 12 25 9 31 68 91 66 72 75 8 33 20 55 11 54 6 63 30 51 78 43 45 67 37 42 76 17 36 41 89 32 94 18 64 15 82 98 26 86 56 40 46 28 73 97 34 
	46	93 89 65 50 1 81 29 23 77 79 42 84 20 43 24 82 57 14 45 68 19 73 56 39 12 4 6 63 49 86 44 7 2 98 28 47 13 94 59 32 97 60 62 5 91 0 16 53 21 37 31 25 9 95 55 8 70 18 66 17 58 83 26 88 61 30 78 71 92 38 85 80 33 99 54 10 51 96 46 22 52 15 87 72 48 69 90 11 76 35 75 41 40 3 64 36 67 27 74 34 
	47	8 74 35 91 54 61 95 29 10 37 18 44 2 40 70 27 33 89 72 59 47 98 56 38 78 39 14 1 30 3 62 99 85 5 9 53 88 64 36 22 82 23 63 83 24 34 0 94 57 67 87 84 13 97 73 50 20 77 90 15 42 51 69 21 86 32 17 75 79 19 93 11 28 7 49 26 80 60 92 48 41 81 68 55 71 31 58 6 12 43 52 76 66 16 46 65 45 4 96 25 
	48	51 91 71 64 97 10 70 94 99 27 22 21 48 28 67 11 78 62 75 36 4 68 14 35 52 37 7 45 85 40 72 60 34 30 26 31 6 88 96 92 61 19 86 89 54 38 44 0 25 23 58 15 2 90 43 57 16 32 53 33 50 69 29 56 47 77 63 59 80 87 65 41 83 81 9 55 98 8 76 13 20 18 73 95 66 12 84 3 24 1 17 49 39 46 82 93 5 74 42 79 
	49	92 96 64 31 39 77 40 49 93 44 22 72 37 36 42 6 68 19 33 24 76 87 29 66 21 61 12 99 71 83 80 57 79 48 63 67 2 5 75 81 45 70 18 58 90 47 14 8 0 89 59 55 84 35 95 78 10 60 32 34 86 13 20 88 25 15 85 97 3 38 17 53 27 50 82 69 41 23 56 30 65 74 43 1 52 7 26 4 98 73 54 94 11 28 46 91 16 62 9 51 
	50	88 31 33 13 84 86 85 53 48 81 67 22 56 27 60 57 55 43 44 12 42 38 19 78 35 97 49 69 11 71 64 98 36 52 1 74 68 70 28 65 10 76 72 45 94 79 34 39 23 0 2 80 3 20 29 32 83 63 66 92 62 4 96 40 37 41 75 7 46 91 73 24 21 30 90 61 89 58 99 17 8 9 26 93 59 77 18 87 50 25 6 16 82 14 47 5 54 51 95 15 
	51	19 24 50 32 73 66 16 21 30 60 36 87 90 49 58 45 97 12 65 69 57 1 93 40 77 29 76 89 72 56 54 70 84 82 43 53 9 63 20 52 35 4 33 26 15 14 5 47 7 55 0 22 8 74 94 71 80 34 27 37 61 31 98 44 23 13 39 79 83 48 95 81 17 75 68 78 51 10 62 46 67 2 99 92 25 64 96 41 18 38 11 91 88 3 42 85 6 86 28 59 
	52	51 75 33 56 77 30 86 32 2 10 18 41 22 58 8 63 81 82 69 29 64 57 26 97 23 46 59 4 98 74 14 87 37 60 91 50 78 96 15 72 67 34 43 25 71 12 88 6 44 94 62 0 52 61 1 47 5 16 36 80 49 66 19 76 55 42 31 84 99 21 70 68 65 35 17 79 40 3 39 20 45 95 90 89 85 83 48 11 73 53 54 27 24 38 28 92 93 7 9 13 
	53	24 78 95 18 17 19 98 1 53 77 3 44 40 28 21 80 23 87 36 42 76 11 4 32 96 75 9 72 15 6 62 20 27 55 2 29 7 8 94 82 30 26 84 86 37 35 97 63 91 59 39 16 0 79 25 14 49 45 88 65 43 90 81 71 69 48 70 60 54 89 50 73 61 38 51 22 67 83 99 34 10 13 56 68 92 85 33 93 12 41 46 58 47 66 64 57 5 31 52 74 
	54	82 17 80 7 57 70 88 30 67 78 32 72 41 16 51 18 81 79 11 97 40 76 9 84 44 55 6 56 58 91 27 87 39 1 65 37 98 85 93 77 92 71 83 69 64 62 10 21 2 36 8 22 68 0 73 89 12 38 90 47 49 66 45 14 53 25 63 3 19 75 42 46 13 26 20 5 35 99 96 15 33 48 59 86 94 74 54 34 61 50 23 28 52 60 43 31 4 24 95 29 
	55	31 12 91 66 79 98 25 63 40 99 56 22 77 38 33 95 64 94 24 61 30 36 48 35 14 34 42 93 59 47 16 60 96 76 13 89 46 10 49 68 6 80 1 27 62 50 86 28 43 51 92 78 88 37 0 5 18 87 26 74 23 55 39 4 71 19 69 17 8 82 73 75 32 54 81 57 85 21 90 53 45 70 15 67 2 20 58 9 44 97 7 72 84 11 65 29 52 3 41 83 
	56	86 77 79 42 29 20 76 81 16 61 80 40 22 27 63 56 67 91 21 85 12 72 60 62 64 37 49 53 48 65 8 84 93 26 41 25 36 7 88 34 1 57 45 99 74 66 10 15 44 94 82 68 96 92 59 0 2 51 47 35 89 23 33 38 55 3 71 54 14 24 58 19 6 75 70 78 30 4 98 69 11 13 28 52 50 5 43 97 87 46 17 32 73 9 39 18 95 90 83 31 
	57	3 71 57 37 70 98 49 14 94 41 82 30 62 74 90 97 38 58 83 5 64 28 72 52 8 59 34 66 60 81 50 61 73 18 76 99 53 45 7 19 9 54 25 75 31 43 2 6 22 65 87 35 29 13 51 42 0 69 79 39 46 1 93 96 89 68 24 84 63 48 78 55 36 80 40 77 85 95 11 86 92 17 21 20 12 91 33 67 56 15 4 32 44 23 16 10 26 27 47 88 
	58	21 47 25 84 99 68 23 86 45 94 8 7 37 11 26 33 39 20 43 56 61 1 34 69 92 14 93 3 98 6 41 15 80 57 70 62 76 53 49 28 16 91 29 63 72 66 9 36 5 24 12 19 38 31 77 78 89 0 48 60 96 88 30 10 87 4 67 97 73 55 85 54 13 17 40 75 64 32 59 52 2 46 51 65 27 79 95 58 74 82 22 35 90 71 44 50 42 83 81 18 
	59	13 19 46 62 18 68 29 50 75 66 47 44 61 54 39 1 85 80 51 81 4 15 64 7 8 82 23 31 63 26 30 70 3 6 69 93 12 20 21 56 77 33 65 14 90 96 88 22 10 78 97 40 9 48 53 35 79 38 0 73 32 92 24 37 59 16 89 94 41 76 55 5 87 72 67 17 45 34 74 71 60 11 57 84 28 86 99 95 91 36 43 83 49 25 58 42 2 52 27 98 
	60	53 71 59 64 21 70 63 24 77 17 62 58 73 39 74 54 3 55 26 43 30 37 49 61 82 66 90 48 79 5 32 89 85 80 10 13 15 96 18 99 33 65 72 88 97 83 98 1 45 47 36 19 31 76 4 56 68 81 94 0 41 6 84 20 57 22 38 9 92 8 60 7 51 14 29 27 16 35 2 44 87 93 12 34 91 46 67 28 25 78 95 50 52 86 75 69 23 40 11 42 
	61	5 76 80 35 59 94 39 24 87 42 34 72 60 67 49 52 15 3 69 56 93 48 81 21 73 70 54 82 9 33 78 38 19 4 79 28 13 10 8 17 18 85 27 47 91 36 55 96 90 45 68 57 29 41 1 88 61 92 63 50 0 14 77 86 65 37 46 99 43 30 11 53 22 51 31 62 71 95 16 6 83 12 26 74 98 75 7 20 58 44 2 40 97 25 84 64 32 66 89 23 
	62	67 98 95 75 83 66 69 38 7 47 68 57 55 8 14 23 49 94 1 11 6 2 10 84 25 81 34 63 77 46 18 73 82 64 80 87 50 4 15 53 65 45 74 41 28 5 32 91 17 56 35 79 86 30 97 16 36 19 59 43 60 0 85 20 9 22 27 70 76 96 90 92 62 54 39 24 93 78 51 3 37 42 61 33 89 44 13 40 26 88 48 31 71 58 12 29 72 21 99 52 
	63	13 95 79 4 27 11 84 54 94 73 45 9 21 48 18 76 36 40 5 96 55 47 6 77 71 2 92 28 39 50 88 72 99 37 43 74 12 38 58 67 17 56 20 46 75 64 69 70 82 60 80 81 44 49 68 26 35 10 3 16 8 90 0 24 62 93 1 65 33 87 22 34 89 25 98 42 32 91 83 41 23 51 57 31 85 14 7 19 86 29 15 52 63 53 78 97 66 30 59 61 
	64	89 7 77 72 39 55 1 91 35 85 64 4 31 13 25 67 38 32 3 6 12 98 61 27 57 48 74 51 40 76 26 68 24 94 83 65 53 28 87 21 17 62 15 52 82 43 45 92 59 16 23 9 33 44 29 11 14 84 18 79 50 66 19 0 8 75 97 2 54 63 20 34 46 78 96 10 36 56 42 86 5 47 70 58 22 49 37 93 95 90 60 81 30 88 80 99 41 73 71 69 
	65	29 59 70 94 54 96 22 86 93 23 6 81 20 75 21 40 24 76 58 60 77 15 3 46 11 48 61 35 62 32 8 5 69 25 44 99 71 14 41 12 84 26 19 7 63 57 30 97 89 95 78 13 18 9 10 79 88 27 74 72 52 51 83 67 0 66 4 33 31 85 55 64 1 73 37 68 49 92 56 91 38 42 36 45 34 65 80 17 2 90 16 39 87 43 53 28 82 98 50 47 
	66	27 95 47 76 97 68 45 26 99 90 41 61 66 34 33 64 50 63 11 5 79 56 78 69 8 93 60 42 82 36 24 1 54 44 67 51 92 6 40 4 32 37 30 84 13 49 65 74 89 38 12 81 35 88 20 48 58 70 39 86 19 85 14 52 2 0 87 46 17 98 94 28 31 29 72 16 83 75 43 10 57 21 22 23 80 77 7 55 25 3 62 91 96 18 59 73 9 15 71 53 
	67	96 67 76 50 51 71 38 93 25 4 34 49 83 98 62 44 56 43 18 95 13 20 31 26 3 85 37 65 66 86 2 79 70 90 22 97 1 87 8 92 78 23 24 21 52 88 14 60 74 45 84 27 63 53 72 91 6 42 40 28 61 81 48 99 11 58 0 89 54 59 41 10 94 46 80 73 29 68 30 77 39 9 19 16 64 33 47 35 69 36 75 5 57 15 7 12 55 32 17 82 
